player,position,age,team,game,game_started,minutes_played,fg,fga,fg_p,tri_fg,tri_fga,tri_fg_p,two_fg,two_fga,two_fg_p,efg_p,ft,fta,fta_p,orb,drb,trb,assists,steals,blocks,tov,fouls,points
Keon Ellis,SG,24,SAC,9,2,12.1,1.1,2.9,0.385,0.6,2.2,0.25,0.6,0.7,0.833,0.481,0.7,1.2,0.545,0.4,1.3,1.8,0.9,0.7,0.4,0.7,1.1,3.4
Joel Embiid,C,29,PHI,15,15,34.7,10.4,21.1,0.494,1,3.4,0.294,9.4,17.7,0.532,0.517,10.3,11.7,0.881,3.2,8.1,11.3,6.3,1,1.9,3.7,3.1,32.1
Drew Eubanks,C,26,PHO,16,0,18.1,2.9,4.6,0.622,0.1,0.1,1,2.8,4.5,0.611,0.635,1.4,1.8,0.821,1.6,3,4.6,1.6,0.2,1.1,1.2,2.2,7.3
Dante Exum,PG,28,DAL,15,0,10.3,1.9,3.9,0.492,0.2,1,0.2,1.7,2.9,0.591,0.517,0.3,0.5,0.571,0.5,1.9,2.3,1.4,0.3,0.1,0.2,1.1,4.3
Bruno Fernando,C,25,ATL,4,0,3,0.5,0.8,0.667,0,0.3,0,0.5,0.5,1,0.667,0.3,0.3,1,0.3,0,0.3,0,0,0,0.8,0.5,1.3
Dorian Finney-Smith,PF,30,BRK,16,15,31.3,4.2,8.9,0.472,2.8,6.1,0.449,1.4,2.8,0.523,0.627,0.1,0.2,0.333,1.8,3.4,5.3,1.4,0.4,0.6,1,2.4,11.2
Malachi Flynn,PG,25,TOR,17,0,17.1,2.1,4.8,0.439,1,2.7,0.37,1.1,2.1,0.528,0.543,0.6,0.8,0.714,0.5,1.6,2.1,2.2,0.8,0.2,1.1,1.5,5.8
Simone Fontecchio,SF,28,UTA,14,1,14.1,2.1,4.5,0.476,1.4,3.3,0.413,0.8,1.2,0.647,0.627,0.1,0.1,1,0.7,1.2,1.9,0.4,0.2,0.4,1,1.1,5.8
Jordan Ford,PG,25,SAC,4,0,3,0.5,1.3,0.4,0.3,0.5,0.5,0.3,0.8,0.333,0.5,0.5,0.5,1,0,0.3,0.3,0.3,0,0,0,0,1.8
Trent Forrest,SG,25,ATL,3,0,9,0.3,1,0.333,0,0,0,0.3,1,0.333,0.333,0.7,0.7,1,0.3,0,0.3,2.3,0,0,0.3,0.7,1.3
Evan Fournier,SG,31,NYK,1,0,16,1,6,0.167,0,4,0,1,2,0.5,0.167,0,0,0,0,1,1,1,1,0,0,2,2
De'Aaron Fox,PG,26,SAC,10,10,35.6,10.7,22.3,0.48,3.2,8.6,0.372,7.5,13.7,0.547,0.552,5.3,7,0.757,1,3.3,4.3,6,1.6,0.3,1.9,2.9,29.9
Alex Fudge,SF,20,LAL,1,0,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Markelle Fultz,PG,25,ORL,5,5,28.6,5.4,11.2,0.482,0,0.6,0,5.4,10.6,0.509,0.482,0.6,0.8,0.75,1.6,1.8,3.4,4,1.2,0.4,1.2,1.2,11.4
Daniel Gafford,C,25,WAS,14,14,24.7,4.1,6,0.69,0,0,0,4.1,6,0.69,0.69,1.4,2.1,0.633,2.6,4.9,7.6,1.3,0.6,1.9,1.2,3.4,9.6
Danilo Gallinari,PF,35,WAS,14,0,15.4,2.6,5.7,0.463,0.7,2.4,0.294,1.9,3.3,0.587,0.525,1.6,2.1,0.793,0.6,2.6,3.2,1.6,0.2,0.2,0.4,0.9,7.6
Darius Garland,PG,24,CLE,12,12,32.7,6.9,14.3,0.485,1.5,4.3,0.346,5.4,9.9,0.546,0.538,4.1,4.9,0.831,0.5,2.2,2.7,5.7,1.4,0.3,4.3,1.8,19.4
Luka Garza,C,25,MIN,4,0,3.3,1,2.5,0.4,0,0.5,0,1,2,0.5,0.4,1.3,2,0.625,0.8,0.8,1.5,0,0,0,0.3,0.8,3.3
Kaiser Gates,SF,27,NOP,1,0,7,0,4,0,0,2,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Keyonte George,PG,20,UTA,16,8,24.9,2.9,8.4,0.351,1.6,4.8,0.325,1.4,3.6,0.386,0.444,1.9,2.4,0.816,0.4,2.5,2.9,5.3,0.5,0.1,2.1,1.3,9.4
Paul George,PF,33,LAC,15,15,34.9,8.7,18.6,0.466,3.3,8.6,0.388,5.3,10,0.533,0.556,4.7,5.1,0.934,0.6,5.6,6.2,3.6,1.9,0.1,2.7,2.7,25.4
Josh Giddey,SG,21,OKC,16,16,27.1,5.3,12.3,0.429,0.6,1.9,0.3,4.7,10.4,0.452,0.452,1.1,1.3,0.81,1.4,4.4,5.8,4.8,0.8,0.6,2.7,1.3,12.1
Harry Giles,C,25,BRK,2,0,6,2.5,3,0.833,0.5,1,0.5,2,2,1,0.917,0.5,0.5,1,0,1,1,0,0,0,0.5,1,6
Shai Gilgeous-Alexander,PG,25,OKC,15,15,34.3,11.1,20.7,0.534,1.3,3.7,0.364,9.7,17.1,0.57,0.566,6.9,7.4,0.937,0.9,5.3,6.1,6.2,2.3,0.9,2.3,2.3,30.4
Anthony Gill,PF,31,WAS,9,0,6.9,1.1,2.1,0.526,0,0.2,0,1.1,1.9,0.588,0.526,1.1,1.3,0.833,0.4,0.9,1.3,0.6,0.3,0.3,0.8,0.6,3.3
Collin Gillespie,PG,24,DEN,9,0,8.7,0.9,2,0.444,0.3,1.2,0.273,0.6,0.8,0.714,0.528,0.1,0.1,1,0,0.3,0.3,0.9,0.6,0,0.3,1,2.2
Jacob Gilyard,PG,25,MEM,13,7,17.6,1.5,3.4,0.432,1.2,3,0.41,0.2,0.4,0.6,0.614,0.1,0.1,1,0.5,0.9,1.4,3.3,0.7,0.1,0.6,1.2,4.2
Rudy Gobert,C,31,MIN,16,16,31.8,4.5,7.7,0.585,0,0,0,4.5,7.7,0.585,0.585,3.1,5.3,0.588,3.6,7.6,11.3,1.3,0.6,2.2,1.8,2.9,12.1
Jordan Goodwin,PG,25,PHO,17,0,16.4,2.3,5.9,0.386,1.1,2.9,0.36,1.2,3,0.412,0.475,0.6,0.8,0.786,0.9,2.5,3.5,2.1,0.9,0.4,0.7,1.1,6.3
Aaron Gordon,PF,28,DEN,16,16,33.9,5.5,11.3,0.486,0.5,2.3,0.222,5,9.1,0.552,0.508,1.6,3.1,0.52,2.6,4.6,7.2,3.8,1.1,0.9,1.8,1.9,13.1
Eric Gordon,SG,35,PHO,16,12,31.4,5.7,12.1,0.469,2.9,7.1,0.404,2.8,5,0.563,0.588,0.7,0.9,0.786,0.4,1.8,2.1,3.1,1,0.6,1.5,1.5,14.9
Devonte' Graham,PG,28,SAS,3,0,12,0.7,2.3,0.286,0,1.3,0,0.7,1,0.667,0.286,1.3,1.7,0.8,0.3,0.3,0.7,3.7,0.7,0.3,0.7,0.7,2.7
Jerami Grant,PF,29,POR,16,16,35.8,7.6,17.4,0.437,2.7,6.6,0.41,4.9,10.9,0.454,0.514,4.8,6,0.802,0.8,3.1,3.8,2.3,0.9,0.8,2.5,2.2,22.8
A.J. Green,SG,24,MIL,10,0,7.9,1.1,2.9,0.379,0.8,2.5,0.32,0.3,0.4,0.75,0.517,0.1,0.1,1,0.1,0.7,0.8,0.8,0,0,0,0.7,3.1
Danny Green,SG,36,PHI,2,0,9,0,1,0,0,0.5,0,0,0.5,0,0,0,0,0,0,1,1,0.5,0.5,0,0,0.5,0
Draymond Green,PF,33,GSW,9,9,22.2,3,6.2,0.482,1,2.2,0.45,2,4,0.5,0.563,1.8,2,0.889,1.4,3.7,5.1,5.7,0.7,0.6,1.8,2.4,8.8
Jalen Green,SG,21,HOU,14,14,31.6,6.5,15.4,0.421,2.1,6.1,0.337,4.4,9.3,0.477,0.488,4.6,5.8,0.79,0.4,4.1,4.4,2.9,0.7,0.4,2.3,1.5,19.6
Jeff Green,PF,37,HOU,14,0,14.4,2,3.8,0.528,0.4,1.3,0.278,1.6,2.5,0.657,0.575,1.6,2.1,0.759,0.9,1.6,2.5,0.5,0.1,0.4,0.4,0.9,5.9
Josh Green,SG,23,DAL,16,3,24.6,2.5,5.9,0.421,1.3,3.7,0.356,1.2,2.3,0.528,0.532,0.5,1,0.5,0.6,2.1,2.7,2.3,0.9,0.1,0.8,1.7,6.8
AJ Griffin,SF,20,ATL,10,0,8.6,1,2.5,0.4,0.8,2,0.4,0.2,0.5,0.4,0.56,0.2,0.2,1,0.1,0.8,0.9,0.3,0.1,0,0.4,0.4,3
Quentin Grimes,SG,23,NYK,14,14,24.1,2.4,6.4,0.378,1.9,5.4,0.36,0.5,1.1,0.467,0.528,0,0.1,0,0.1,1.2,1.4,1.3,0.8,0,0.6,1.9,6.8
Mouhamed Gueye,PF,21,ATL,2,0,2,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0
Rui Hachimura,PF,25,LAL,12,1,23.3,4.3,8.6,0.505,1.3,2.9,0.429,3.1,5.7,0.544,0.578,1.8,2.3,0.786,1,2.8,3.8,1,0.9,0.3,1,1.5,11.8
Tyrese Haliburton,PG,23,IND,14,14,33.4,8.7,17.1,0.508,3.9,8.5,0.454,4.9,8.6,0.562,0.621,4.1,4.4,0.919,0.5,3.4,3.9,12.1,1,0.7,2.5,1.1,25.4
R.J. Hampton,PG,22,MIA,1,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tim Hardaway Jr.,SF,31,DAL,16,0,27.9,5.8,13.7,0.425,3.4,8.9,0.385,2.4,4.8,0.5,0.55,2.1,2.3,0.892,0.3,3.2,3.5,1.7,0.3,0,0.9,0.9,17.1
James Harden,SG,34,LAC,10,10,32.4,4.3,9.7,0.443,1.9,5.5,0.345,2.4,4.2,0.571,0.541,3.9,4.7,0.83,0.4,4.5,4.9,6.4,1.4,0.6,2.3,1.5,14.4
Jaden Hardy,SG,21,DAL,13,0,10.9,2.2,5.8,0.387,0.8,2.5,0.303,1.5,3.2,0.452,0.453,1.3,1.8,0.739,0.3,1.2,1.5,1.1,0.3,0,0.6,0.8,6.5
Ron Harper Jr.,PF,23,TOR,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0
Gary Harris,SG,29,ORL,12,2,20.8,2.8,5.8,0.493,1.8,4.2,0.42,1.1,1.6,0.684,0.645,0.8,1,0.75,0.7,1.3,2,1.8,0.9,0.3,0.5,1.2,8.2
Joe Harris,SG,32,DET,7,0,14,1.3,3.6,0.36,0.9,2.7,0.316,0.4,0.9,0.5,0.48,0,0,0,0.3,0.7,1,0.9,0.3,0,0.4,1.7,3.4
Tobias Harris,PF,31,PHI,16,16,36.2,7.3,13.4,0.542,1.2,3.4,0.345,6.1,9.9,0.61,0.586,3.6,3.9,0.905,0.9,5.4,6.3,2.9,0.9,0.4,1.7,1.7,19.3
Shaquille Harrison,SG,30,MEM,2,0,2,0.5,1,0.5,0,0,0,0.5,1,0.5,0.5,0,0,0,0,0.5,0.5,0,0,0.5,0,0,1
Josh Hart,SF,28,NYK,16,5,28.3,2.9,6.8,0.422,0.9,3.1,0.286,2,3.8,0.533,0.486,0.5,0.6,0.8,1,5.1,6.1,2.7,0.9,0.3,0.9,1.6,7.1
Isaiah Hartenstein,C,25,NYK,16,0,17.3,2.3,4.1,0.561,0.1,0.2,0.333,2.3,3.9,0.571,0.568,1.1,1.7,0.667,2.4,2.4,4.8,0.9,1,0.5,0.8,2.8,5.8
Sam Hauser,SF,26,BOS,17,2,22.9,3.4,6.9,0.487,2.8,6.2,0.448,0.6,0.7,0.833,0.688,0.2,0.2,1,0.6,2.4,3,0.8,0.5,0.4,0.4,1.5,9.7
Jordan Hawkins,SG,21,NOP,17,9,29.1,4.4,11.2,0.393,2.8,7.6,0.364,1.6,3.6,0.452,0.516,1.8,2.1,0.861,0.8,3.2,4,2.1,0.6,0,1.1,2.1,13.4
Jaxson Hayes,C,23,LAL,15,0,11,1.3,1.7,0.76,0,0,0,1.3,1.7,0.76,0.76,0.7,1.3,0.55,0.3,1.3,1.7,0.4,0.3,0.5,0.7,1.8,3.3
Killian Hayes,PG,22,DET,15,13,27.5,3.5,8.9,0.396,0.9,3.1,0.304,2.6,5.9,0.443,0.448,1.2,1.6,0.75,0.3,2.4,2.7,4.3,1.2,0.5,0.9,2.1,9.2
Gordon Hayward,SF,33,CHO,14,14,32.6,5.3,12.7,0.416,0.9,2.5,0.343,4.4,10.2,0.434,0.449,2.5,3.5,0.714,1,4.2,5.2,4.5,1.3,0.6,1.8,2,13.9
Scoot Henderson,PG,19,POR,7,5,26.6,3.4,9.9,0.348,0.7,4,0.179,2.7,5.9,0.463,0.384,1,1.3,0.778,0.7,1.9,2.6,4.4,0.4,0.1,3.6,4.1,8.6
Taylor Hendricks,PF,20,UTA,1,0,2,0,0,0,0,0,0,0,0,0,0,1,2,0.5,0,1,1,0,0,0,0,0,1
Tyler Herro,SG,24,MIA,8,8,34,8.5,19,0.447,3.1,7.6,0.41,5.4,11.4,0.473,0.53,2.8,3.1,0.88,0.4,4.6,5,4.6,1.4,0,2.5,1.6,22.9
Buddy Hield,SF,31,IND,15,3,24.5,5.2,11,0.473,3.3,7.6,0.43,1.9,3.4,0.569,0.621,0.3,0.3,0.8,0.5,2.5,3,2.6,0.6,0.5,1.5,1.7,13.9
Haywood Highsmith,PF,27,MIA,13,12,24.3,2.6,6.1,0.43,1.2,3.6,0.34,1.4,2.5,0.563,0.532,0.8,1,0.846,0.7,2.4,3.1,1.7,1.3,0.8,1,2.1,7.3
Nate Hinton,SG,24,HOU,2,0,4,1,2,0.5,1,1,1,0,1,0,0.75,0,0,0,0,0,0,0,0,0,0,0.5,3
D'Moi Hodge,SG,25,LAL,3,0,5.3,0.3,1.7,0.2,0,1.3,0,0.3,0.3,1,0.2,0.3,0.7,0.5,0,0,0,0.3,0,0.3,0.3,0.7,1
Aaron Holiday,PG,27,HOU,12,0,16.8,2.2,4.6,0.473,0.9,2.3,0.393,1.3,2.3,0.556,0.573,0.4,0.5,0.833,0.1,1.5,1.6,1.6,0.7,0.1,0.4,1.8,5.7
Jrue Holiday,PG,33,BOS,15,15,34.6,4.7,11.3,0.42,1.5,4.5,0.338,3.2,6.7,0.475,0.488,1.3,1.6,0.792,2,5.4,7.4,4.9,0.6,1,2.1,1.6,12.3
Justin Holiday,SG,34,DEN,7,1,10.9,1,2,0.5,0.9,1.9,0.462,0.1,0.1,1,0.714,0,0,0,0,1,1,0.7,0.3,0,0,1,2.9
Richaun Holmes,C,30,DAL,7,1,10.7,1.3,2.7,0.474,0,0,0,1.3,2.7,0.474,0.474,0.4,1.1,0.375,1.7,2.3,4,0.4,0,0.4,0.4,1.7,3
Chet Holmgren,C,21,OKC,16,16,29.9,6.3,11.2,0.564,1.8,4,0.438,4.6,7.2,0.635,0.642,3.7,4.2,0.881,1.7,6.3,8,2.5,0.9,2.3,2.1,2.9,18.1
Al Horford,C,37,BOS,15,5,25.6,2.5,5.7,0.43,1.1,3.6,0.315,1.3,2.1,0.625,0.529,0.2,0.2,1,1.7,4.8,6.5,2.5,0.4,0.9,0.8,1.7,6.3
Talen Horton-Tucker,PG,23,UTA,16,8,22.7,3.6,9.2,0.388,1.2,3.9,0.306,2.4,5.3,0.447,0.452,1.3,1.5,0.875,0.6,2.4,3,4.6,0.9,0.5,2.2,2.4,9.6
Danuel House Jr.,SF,30,PHI,10,0,12.7,1.3,3.1,0.419,0.4,1.6,0.25,0.9,1.5,0.6,0.484,0.8,1,0.8,0.4,1,1.4,0.8,0.5,0.1,0.9,1,3.8
Caleb Houstan,SF,21,ORL,10,0,6.9,0.7,1.5,0.467,0.6,1.4,0.429,0.1,0.1,1,0.667,0.4,0.4,1,0.2,0.8,1,0.4,0.2,0,0.2,0.5,2.4
Jett Howard,SF,20,ORL,5,0,4.6,0.2,2,0.1,0,1.6,0,0.2,0.4,0.5,0.1,0,0,0,0.2,0.2,0.4,0.4,0,0,0.4,0,0.4
Kevin Huerter,SG,25,SAC,14,14,27.4,4.6,10.8,0.43,2.5,6.9,0.365,2.1,3.9,0.545,0.546,0.9,1,0.857,0.6,3.7,4.3,2.9,0.9,0.4,0.8,2.2,12.6
Jay Huff,C,25,DEN,1,0,2,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2
De'Andre Hunter,SF,26,ATL,16,16,30.7,4.9,10.6,0.465,1.9,5,0.375,3.1,5.6,0.544,0.553,2.6,3.1,0.857,0.8,3.4,4.2,1.3,0.9,0.4,1.5,3.1,14.4
Bones Hyland,PG,23,LAC,10,2,19.6,3.7,8.7,0.425,1.7,4.7,0.362,2,4,0.5,0.523,0.9,1,0.9,0.2,1.2,1.4,2.4,0.6,0,1.9,2.1,10
Joe Ingles,SF,36,ORL,17,0,18.6,1.4,3.6,0.377,0.9,2.5,0.357,0.5,1.1,0.421,0.5,0.4,0.5,0.875,0.5,2.1,2.5,3.2,0.9,0.1,0.9,1.5,4
Brandon Ingram,SF,26,NOP,14,14,33.7,9.9,19.6,0.502,1.4,4.7,0.303,8.4,14.9,0.565,0.538,3.4,4.5,0.762,0.6,4.6,5.3,5.1,0.6,0.1,2.7,2.1,24.6
Kyrie Irving,SG,31,DAL,13,13,33,9.2,19.3,0.478,2.8,7.2,0.398,6.4,12.2,0.525,0.552,3.1,3.5,0.889,0.7,3.5,4.2,5.5,1.2,0.3,1.6,1.9,24.4
Jonathan Isaac,PF,26,ORL,14,0,13.9,2.2,5.1,0.437,0.6,2.4,0.235,1.6,2.6,0.622,0.493,1.6,2,0.786,1.2,3.2,4.4,0.4,0.9,1.3,0.7,1.4,6.6
Jaden Ivey,SG,21,DET,12,3,23,4.6,8.7,0.529,1.1,3.3,0.325,3.5,5.3,0.656,0.591,2.3,2.9,0.771,0.9,1.7,2.6,2.9,0.8,0.3,2.3,2.5,12.5
Andre Jackson Jr.,SG,22,MIL,13,3,8.8,0.8,1.3,0.588,0.3,0.6,0.5,0.5,0.7,0.667,0.706,0,0,0,0.6,0.8,1.4,0.8,0.2,0,0.5,1.7,1.8
Gregory Jackson II,PF,19,MEM,3,0,2.3,0,1.3,0,0,0.7,0,0,0.7,0,0,0,0,0,0.3,0.7,1,0,0.3,0,0.3,0,0
Isaiah Jackson,C,22,IND,8,0,14.5,1.9,3.6,0.517,0,0.1,0,1.9,3.5,0.536,0.517,1.8,2.6,0.667,1.9,2.6,4.5,0.9,0.5,2.1,0.5,3.3,5.5
Jaren Jackson Jr.,C,24,MEM,16,16,31.3,6.4,15.5,0.411,1.5,5.1,0.296,4.9,10.4,0.467,0.46,5.2,6.4,0.814,1.8,4.3,6.1,1.9,0.6,1.6,1.9,3.4,19.4
Reggie Jackson,PG,33,DEN,17,10,25.8,4.6,9.8,0.47,1.5,3.8,0.385,3.1,5.9,0.525,0.545,0.9,1.3,0.682,0.4,2,2.4,4,0.8,0.4,1.8,1.8,11.5
Trayce Jackson-Davis,PF,23,GSW,13,0,7.8,0.9,1.7,0.545,0,0,0,0.9,1.7,0.545,0.545,1.2,1.9,0.6,0.8,0.9,1.8,0.5,0.2,0.5,0.5,1.4,3
LeBron James,PF,39,LAL,16,16,33.9,9.5,17,0.559,2.3,6,0.385,7.2,11,0.653,0.627,4.2,6.1,0.691,0.8,7.3,8,6.6,1.5,0.8,3.8,1.3,25.5
Jaime Jaquez Jr.,SF,22,MIA,17,4,25.8,4.5,8.9,0.507,1.3,3.2,0.4,3.2,5.7,0.567,0.579,0.8,1,0.824,1.3,2.5,3.8,2.4,1.1,0.2,1.5,2.2,11.2
DaQuan Jeffries,SG,26,NYK,6,0,3,0.5,1.3,0.375,0.2,0.7,0.25,0.3,0.7,0.5,0.438,0,0.3,0,0,0.5,0.5,0.2,0,0,0.2,0.2,1.2
Ty Jerome,SG,26,CLE,2,0,7.5,1,2,0.5,0,0.5,0,1,1.5,0.667,0.5,0,0,0,0.5,0,0.5,1.5,0,0,0.5,1,2
Isaiah Joe,SG,24,OKC,16,0,20.5,3.5,7.6,0.463,2.9,6.1,0.485,0.6,1.5,0.375,0.657,1.1,1.4,0.818,0.1,2.1,2.2,1.1,0.8,0.2,0.6,1.3,11.1
Cameron Johnson,PF,27,BRK,9,9,29.6,5.4,11.8,0.462,2.4,6.4,0.379,3,5.3,0.563,0.566,1.6,1.9,0.824,1.6,3.9,5.4,3,1.1,0.1,1.4,1.9,14.9
Jalen Johnson,SF,22,ATL,15,12,29.9,5.7,9.5,0.594,1.1,2.7,0.425,4.5,6.9,0.66,0.654,1.7,2.2,0.758,1.3,5.9,7.3,2.4,1.1,1,2,2.2,14.1
Keldon Johnson,SF,24,SAS,16,16,32.8,6.3,13.4,0.465,2,5.8,0.348,4.3,7.7,0.553,0.54,2.1,2.9,0.702,1,5.2,6.2,4.3,0.8,0.3,1.2,2.6,16.6
Keyontae Johnson,SF,23,OKC,1,0,6,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nikola Jokić,C,28,DEN,17,17,33.8,11.4,20,0.568,1.4,4.4,0.311,10,15.6,0.639,0.601,4.8,6,0.794,3.3,10.1,13.4,8.9,1.2,0.8,3.2,2.5,28.8
Colby Jones,SG,21,SAC,8,0,8.6,1.5,3.3,0.462,0.1,0.9,0.143,1.4,2.4,0.579,0.481,0.3,0.4,0.667,0.6,1,1.6,0.3,0.3,0.1,0.4,1.1,3.4
Damian Jones,C,28,CLE,10,0,5.1,0.4,0.8,0.5,0,0,0,0.4,0.8,0.5,0.5,0.1,0.2,0.5,0.4,0.6,1,0.3,0.1,0.2,0.3,0.3,0.9
Derrick Jones Jr.,SF,26,DAL,16,16,21.6,3,6.4,0.471,1.4,3.8,0.367,1.6,2.6,0.619,0.578,0.9,1.3,0.7,0.9,2.6,3.4,1,0.5,0.8,0.9,1.4,8.3
Herbert Jones,SF,25,NOP,14,14,30.7,3.9,7.6,0.514,1.1,3.3,0.348,2.8,4.4,0.639,0.589,2.6,3,0.857,0.7,3.4,4.1,2.9,1.9,1.5,1.4,3.8,11.6
Tre Jones,PG,24,SAS,14,0,24,3.1,7.1,0.434,0.5,2,0.25,2.6,5.1,0.507,0.47,1.4,1.6,0.909,0.6,2.4,3,5.1,0.9,0.3,1.4,1.3,8.1
Tyus Jones,PG,27,WAS,16,16,27.3,4.7,9.4,0.5,1.1,3.1,0.34,3.6,6.3,0.58,0.557,0.4,0.6,0.778,0.3,2.4,2.8,4.9,0.9,0.1,0.8,0.9,10.9
DeAndre Jordan,C,35,DEN,2,0,12.5,1.5,1.5,1,0,0,0,1.5,1.5,1,1,0.5,2.5,0.2,1,2.5,3.5,1,0,0,1,2.5,3.5
Cory Joseph,PG,32,GSW,7,0,9,0.7,2.7,0.263,0.6,2,0.286,0.1,0.7,0.2,0.368,0.1,0.4,0.333,0.3,0.3,0.6,1.9,0.4,0.1,0.7,1,2.1
Nikola Jović,PF,20,MIA,3,1,15,1.3,3.7,0.364,1,2,0.5,0.3,1.7,0.2,0.5,1,1.3,0.75,0.3,6.7,7,3,0.3,0,1.3,2.3,4.7
Luke Kennard,SG,27,MEM,8,0,21.5,2.6,7.3,0.362,2.1,5.8,0.37,0.5,1.5,0.333,0.509,0.9,0.9,1,0.4,2.5,2.9,2,0.6,0.1,0.6,0.5,8.3
Walker Kessler,C,22,UTA,9,8,23.7,3.7,6.8,0.541,0.2,0.8,0.286,3.4,6,0.574,0.557,1,1.6,0.643,3.7,4.6,8.2,0.2,0.1,2.1,1.2,2.4,8.6
Braxton Key,SF,26,DEN,5,0,2.4,0.2,1,0.2,0,0.4,0,0.2,0.6,0.333,0.2,0,0,0,0,0.4,0.4,0.8,0,0,0,0.4,0.4
Corey Kispert,SF,24,WAS,15,1,23.3,3.6,8.2,0.439,1.9,5.5,0.354,1.7,2.7,0.61,0.557,1.5,1.9,0.821,0.6,2,2.6,1.5,0.3,0,1.1,1.7,10.7
Maxi Kleber,C,32,DAL,5,1,18,0.8,3.2,0.25,0.6,1.8,0.333,0.2,1.4,0.143,0.344,1.2,2,0.6,0.8,3.4,4.2,2,0.2,0.2,0.8,1.6,3.4
Kevin Knox,SF,24,DET,4,2,27.5,4.8,9.3,0.514,2,4.5,0.444,2.8,4.8,0.579,0.622,0.3,0.5,0.5,1.3,4,5.3,0.8,1,0.3,1,2.8,11.8
John Konchar,SF,27,MEM,13,2,18.7,1.2,3.3,0.349,0.6,1.9,0.32,0.5,1.4,0.389,0.442,0.1,0.2,0.5,1.2,3.1,4.2,1.7,0.6,0.7,0.3,1.2,3
Furkan Korkmaz,SG,26,PHI,11,0,7.4,0.8,2,0.409,0.4,1,0.364,0.5,1,0.455,0.5,0.4,0.5,0.667,0.1,0.5,0.6,0.3,0.5,0,0.5,0.4,2.4
Luke Kornet,C,28,BOS,12,0,13.1,2,2.4,0.828,0,0,0,2,2.4,0.828,0.828,0.7,0.8,0.8,1.3,2.3,3.6,0.6,0.6,0.5,0.3,1.1,4.7
Jonathan Kuminga,PF,21,GSW,16,1,20.4,4.2,9.4,0.447,0.4,2.2,0.2,3.8,7.2,0.522,0.47,2.8,4,0.703,0.8,2.2,3,1,0.6,0.4,1.4,2.5,11.6
Kyle Kuzma,PF,28,WAS,16,16,30.4,9.1,19.1,0.474,2.4,6.6,0.368,6.6,12.5,0.53,0.538,2.3,2.9,0.804,1.1,4.8,5.9,4.6,0.3,0.6,2.3,1.9,22.9
Jock Landale,C,28,HOU,11,0,8.7,0.6,2,0.318,0.2,0.8,0.222,0.5,1.2,0.385,0.364,0.2,0.2,1,0.8,1.2,2,0.7,0.3,0.2,0.6,0.6,1.6
Jake LaRavia,PF,22,MEM,5,0,12.2,1.4,4,0.35,0.4,2.4,0.167,1,1.6,0.625,0.4,0.2,0.4,0.5,0.6,1,1.6,0.4,0.2,0,0.4,1.6,3.4
Zach LaVine,SG,28,CHI,17,17,35.9,7.7,17,0.453,2.5,7.4,0.344,5.2,9.6,0.537,0.528,4.2,4.8,0.866,0.3,4.8,5.1,3.4,0.9,0.2,2.1,2.1,22.1
