player,position,age,team,game,game_started,minutes_played,fg,fga,fg_p,tri_fg,tri_fga,tri_fg_p,two_fg,two_fga,two_fg_p,efg_p,ft,fta,fta_p,orb,drb,trb,assists,steals,blocks,tov,fouls,points
Saben Lee,PG,24,PHO,3,0,3.3,1,2,0.5,0,0.3,0,1,1.7,0.6,0.5,0,0,0,0.7,0.3,1,1,0,0.3,0,0.3,2
Alex Len,C,30,SAC,6,0,6.8,1,1.3,0.75,0,0.2,0,1,1.2,0.857,0.75,0.5,1.2,0.429,1.2,1.5,2.7,0.8,0.2,0.8,0.3,0.3,2.5
Kawhi Leonard,SF,32,LAC,15,15,33.5,7.5,16.5,0.457,2.2,5.9,0.371,5.3,10.5,0.506,0.524,3.1,3.8,0.825,1,4.5,5.5,3.5,1.7,0.6,1.6,1.6,20.4
Caris LeVert,SG,29,CLE,14,1,30.7,5.8,14,0.413,1.7,5.6,0.308,4.1,8.4,0.483,0.474,2.6,3.6,0.74,0.4,3.4,3.9,3.9,1.1,0.4,1.1,1.6,15.9
Kira Lewis Jr.,PG,22,NOP,11,0,11,1.3,3.9,0.326,0.2,1.4,0.133,1.1,2.5,0.429,0.349,0.7,0.8,0.889,0.3,0.6,0.9,1.6,0.5,0.1,0.5,0.7,3.5
Maxwell Lewis,SF,21,LAL,6,0,3.5,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0.2,0.2,0,0,0,0.3,0,0
E.J. Liddell,PF,23,NOP,3,0,3,0.3,1.3,0.25,0,1,0,0.3,0.3,1,0.25,0.7,0.7,1,0,0.7,0.7,0,0,0.3,0.3,0.3,1.3
Damian Lillard,PG,33,MIL,15,15,34.1,7.1,17.2,0.411,2.9,8.7,0.328,4.2,8.5,0.496,0.494,8.6,9.3,0.921,0.6,3.9,4.5,6.3,1.1,0.1,2.5,1.3,25.6
Nassir Little,PF,23,PHO,12,0,14.8,2.1,4.2,0.5,0.8,2.5,0.333,1.3,1.7,0.75,0.6,1,1.2,0.857,0.5,1.8,2.3,0.6,0.8,0.6,0.3,1.5,6
Dereck Lively II,C,19,DAL,14,13,24.1,3.6,5.1,0.694,0,0.1,0,3.6,5,0.714,0.694,1,1.6,0.636,3,4.6,7.6,1.3,0.6,1.1,1.1,3.3,8.1
Isaiah Livers,PF,25,DET,2,0,24.5,2,6,0.333,1,3.5,0.286,1,2.5,0.4,0.417,2,2,1,1,2,3,0.5,0,0,1,2,7
Chris Livingston,SF,20,MIL,2,0,4.5,1,1,1,0.5,0.5,1,0.5,0.5,1,1.25,0,0,0,0,0,0,0.5,0,0,0,0,2.5
Kenneth Lofton Jr.,PF,21,MEM,12,0,7.7,1.1,2.7,0.406,0.2,0.7,0.25,0.9,2,0.458,0.438,0.5,1.1,0.462,0.2,0.8,1,1,0.2,0.3,0.5,1.3,2.8
Kevon Looney,C,27,GSW,17,15,23.7,2.6,4.4,0.608,0,0,0,2.6,4.4,0.608,0.608,0.8,1.1,0.737,3.2,5.9,9.1,2.9,0.8,0.4,1.1,2.8,6.1
Brook Lopez,C,35,MIL,17,17,28.9,5.1,10,0.506,1.8,4.9,0.357,3.3,5.1,0.651,0.594,1.4,1.7,0.828,1.5,3.7,5.2,1.1,0.9,2.9,0.8,2.1,13.3
Robin Lopez,C,35,MIL,3,0,3,0,0,0,0,0,0,0,0,0,0,0.7,0.7,1,0,0,0,0.3,0,0,0.3,0.7,0.7
Kevin Love,PF,35,MIA,11,3,16.9,2.4,6.1,0.388,1.4,4.5,0.3,1,1.5,0.647,0.5,1.6,2,0.818,0.9,5.6,6.5,1.8,0.1,0,0.7,1.7,7.7
Kyle Lowry,PG,37,MIA,16,16,29.3,2.9,6.8,0.422,2.1,4.8,0.447,0.8,2.1,0.364,0.578,0.8,0.9,0.857,0.9,3.1,4.1,4.4,1.4,0.2,1.5,2.6,8.6
Trey Lyles,PF,28,SAC,2,0,23.5,3.5,7,0.5,3,6.5,0.462,0.5,0.5,1,0.714,0.5,0.5,1,0.5,7,7.5,0,0,0,2,3,10.5
Théo Maledon,PG,22,CHO,12,1,16.3,1.6,5.3,0.297,0.4,2.4,0.172,1.2,2.9,0.4,0.336,0.9,1,0.917,0.3,1.6,1.9,2.2,0.6,0,1.3,1.4,4.5
Sandro Mamukelashvili,C,24,SAS,6,0,8.2,0.8,2,0.417,0.2,0.8,0.2,0.7,1.2,0.571,0.458,0.8,1,0.833,0.8,1.2,2,1.2,0.3,0.2,0.5,1.2,2.7
Terance Mann,SG,27,LAC,9,5,25.3,2.2,5.6,0.4,0.3,2.4,0.136,1.9,3.1,0.607,0.43,0.7,1.1,0.6,1.2,3,4.2,2.7,1,0.4,0.7,2.3,5.4
Tre Mann,PG,22,OKC,5,0,8.8,2,3.6,0.556,0.6,1.6,0.375,1.4,2,0.7,0.639,0.2,0.2,1,0.6,1.6,2.2,1.2,0.2,0,1,0.2,4.8
Boban Marjanović,C,35,HOU,3,0,6.7,1.7,3,0.556,0,0.3,0,1.7,2.7,0.625,0.556,0,0.3,0,0.7,2,2.7,1,0,0.3,0,0.7,3.3
Lauri Markkanen,PF,26,UTA,15,15,34.1,8.1,16.8,0.484,3.3,8.5,0.383,4.9,8.3,0.589,0.581,4.2,5,0.84,2.4,6.3,8.7,1.1,1.1,0.9,1.3,2.3,23.7
Naji Marshall,SF,26,NOP,8,0,21.4,3,6.4,0.471,1.4,3,0.458,1.6,3.4,0.481,0.578,2.1,2.5,0.85,1,3.5,4.5,2.4,0.6,0.4,1.4,1.3,9.5
Caleb Martin,SF,28,MIA,7,0,20.4,3,8.7,0.344,0.9,3.6,0.24,2.1,5.1,0.417,0.393,0.7,0.7,1,1,2.3,3.3,1.4,1,0,0.7,1.4,7.6
KJ Martin,SF,23,TOT,8,0,6.1,0.6,1.6,0.385,0.1,0.6,0.2,0.5,1,0.5,0.423,0.3,0.5,0.5,0.3,0.5,0.8,0.3,0.4,0.1,0.4,1,1.6
KJ Martin,SF,23,LAC,2,0,15.5,2,5,0.4,0.5,2.5,0.2,1.5,2.5,0.6,0.45,0.5,1,0.5,0.5,1,1.5,0.5,1,0.5,1,1.5,5
KJ Martin,SF,23,PHI,6,0,3,0.2,0.5,0.333,0,0,0,0.2,0.5,0.333,0.333,0.2,0.3,0.5,0.2,0.3,0.5,0.2,0.2,0,0.2,0.8,0.5
Garrison Mathews,SG,27,ATL,4,0,6,0.8,1.5,0.5,0.8,1.5,0.5,0,0,0,0.75,0,0,0,0.3,0.8,1,0.3,0,0,0,0.5,2.3
Bennedict Mathurin,SF,21,IND,15,12,24.9,4.8,11,0.436,1.2,3.5,0.34,3.6,7.5,0.482,0.491,2.2,2.8,0.786,1.2,2.5,3.7,2.1,0.7,0.2,1.1,1.8,13
Wesley Matthews,SG,37,ATL,6,0,8.7,0.8,1.8,0.455,0.7,1.7,0.4,0.2,0.2,1,0.636,0.5,1,0.5,0.3,0.7,1,0.5,0.2,0,0.3,1.8,2.8
Tyrese Maxey,PG,23,PHI,16,16,38.5,9.2,19.9,0.461,3.2,7.9,0.402,6,12,0.5,0.541,4.8,5.4,0.895,0.8,4.2,4.9,6.8,0.8,0.8,1.5,1.9,26.4
Skylar Mays,PG,26,POR,14,5,19.5,3.1,7.6,0.406,0.9,2.9,0.293,2.2,4.6,0.477,0.462,0.8,0.9,0.846,0.3,1.4,1.7,4.5,0.8,0.1,1.1,1.4,7.8
Miles McBride,PG,23,NYK,11,0,4.8,0.7,1.5,0.471,0.4,1.2,0.308,0.4,0.4,1,0.588,0.1,0.2,0.5,0.1,0.2,0.3,0.2,0.4,0,0,0.6,1.9
CJ McCollum,PG,32,NOP,6,6,34.3,7.3,16.7,0.44,3.2,8.3,0.38,4.2,8.3,0.5,0.535,3.8,5.2,0.742,0.8,4,4.8,5.7,1.5,0.8,1.3,2.3,21.7
T.J. McConnell,PG,31,IND,10,0,14.4,3.1,5.7,0.544,0.1,0.5,0.2,3,5.2,0.577,0.553,1,1.2,0.833,0.5,1.9,2.4,3.7,0.7,0.1,0.7,1.6,7.3
Jaden McDaniels,SF,23,MIN,11,11,23.6,4.2,7.2,0.582,1,2.6,0.379,3.2,4.5,0.7,0.652,0.2,0.2,1,0.6,1.5,2.2,1.3,0.5,0.4,1,3.3,9.5
Jalen McDaniels,SF,26,TOR,12,0,9.1,0.8,3.1,0.27,0.3,1.5,0.167,0.6,1.6,0.368,0.311,0.2,0.2,1,0.2,1,1.2,0.6,0.3,0.2,0.3,0.7,2.1
Doug McDermott,SF,32,SAS,17,0,16.6,2.2,4.6,0.481,1.6,3.5,0.475,0.6,1.2,0.5,0.658,0.2,0.4,0.667,0.2,0.9,1.1,1.8,0.4,0.1,0.7,1.3,6.4
JaVale McGee,C,36,SAC,13,0,10.3,2.7,4,0.673,0,0.1,0,2.7,3.9,0.686,0.673,0.8,1.3,0.588,1.4,2.5,3.9,0.5,0.3,0.5,1.2,1.2,6.2
Bryce McGowens,SG,21,CHO,10,0,15.4,1.2,3,0.4,0.8,2.2,0.364,0.4,0.8,0.5,0.533,0.8,1,0.8,0.3,1.7,2,0.8,0.5,0.1,0.7,1.5,4
Jordan McLaughlin,PG,27,MIN,5,0,3.8,0.2,0.8,0.25,0.2,0.4,0.5,0,0.4,0,0.375,0.4,0.4,1,0,0,0,1,0,0.4,0,0.4,1
De'Anthony Melton,SG,25,PHI,16,16,30.1,4,10,0.4,2.2,5.4,0.402,1.8,4.6,0.397,0.509,2.1,2.7,0.791,0.9,3.4,4.3,3.8,1.3,0.4,1.2,2.6,12.3
Sam Merrill,SG,27,CLE,9,0,8.1,0.9,2.7,0.333,0.9,2.3,0.381,0,0.3,0,0.5,0,0,0,0.2,0.4,0.7,0.6,0.2,0,0.2,0.6,2.7
Chimezie Metu,C,26,PHO,9,0,6.6,1,1.9,0.529,0.2,0.8,0.286,0.8,1.1,0.7,0.588,0.3,0.4,0.75,0.2,1.1,1.3,0.3,0.1,0.3,0.2,1.1,2.6
Vasilije Micić,PG,30,OKC,8,0,12.3,1.1,3,0.375,0.6,1.8,0.357,0.5,1.3,0.4,0.479,0.5,0.8,0.667,0,0.5,0.5,2.8,0.1,0,1.3,0.8,3.4
Khris Middleton,SF,32,MIL,13,13,19.8,4.4,9.5,0.46,1.2,3.8,0.32,3.2,5.7,0.554,0.524,1.6,1.9,0.84,0.8,3.2,3.9,4.2,0.7,0.1,1.7,1.8,11.6
Brandon Miller,SF,21,CHO,14,8,30.3,5.4,11.5,0.472,1.5,4.2,0.356,3.9,7.3,0.539,0.537,1.8,2.3,0.781,1.4,2.7,4.1,1.9,0.6,0.4,1.1,3.1,14.1
Jordan Miller,SF,24,LAC,2,0,3.5,1,1.5,0.667,0.5,0.5,1,0.5,1,0.5,0.833,0,0,0,0,0,0,0,0,0,0,1,2.5
Leonard Miller,SF,20,MIN,3,0,2,0.3,0.7,0.5,0,0,0,0.3,0.7,0.5,0.5,0,0,0,0,2,2,0.3,0,0,0,0.3,0.7
Dariq Whitehead,SF,19,BRK,1,0,3,0,0,0,0,0,0,0,0,0,0,1,2,0.5,0,0,0,0,0,1,0,0,1
Patty Mills,PG,35,ATL,1,0,5,1,2,0.5,1,1,1,0,1,0,0.75,0,0,0,0,1,1,0,0,0,0,0,3
Shake Milton,SG,27,MIN,16,0,15.9,1.9,5,0.375,0.5,2,0.25,1.4,3,0.458,0.425,1.4,1.8,0.793,0.3,1.8,2.1,1.4,0.6,0.1,1.1,1.7,5.7
Justin Minaya,SF,24,POR,5,0,6,0.4,1.2,0.333,0.4,0.8,0.5,0,0.4,0,0.5,0.2,0.4,0.5,0.8,0.2,1,0,0,0.2,0.2,0.2,1.4
Josh Minott,SF,21,MIN,9,0,2.6,0.7,1.3,0.5,0,0.6,0,0.7,0.8,0.857,0.5,0.2,0.4,0.5,0.1,0.2,0.3,0.1,0,0.1,0,0.4,1.6
Davion Mitchell,PG,25,SAC,12,3,17.8,1.8,4.8,0.362,0.9,2.8,0.324,0.8,2,0.417,0.457,0.4,0.4,1,0.1,1.1,1.2,2.8,0.3,0.2,1,1.8,4.8
Donovan Mitchell,SG,27,CLE,12,12,35.9,9.4,20.9,0.45,3.1,8.3,0.37,6.3,12.6,0.503,0.524,5.1,5.8,0.884,0.8,4.1,4.9,5.3,1.8,0.5,2.3,1.9,27
Evan Mobley,PF,22,CLE,17,17,33.2,6.8,12.1,0.558,0.1,0.5,0.125,6.7,11.6,0.576,0.561,2.7,3.5,0.767,2.8,7.6,10.4,3.2,0.8,1.6,2.2,2.8,16.3
Isaiah Mobley,PF,24,CLE,2,0,5,0.5,1.5,0.333,0,0.5,0,0.5,1,0.5,0.333,0,0,0,0,1,1,1.5,0.5,0,0.5,1,1
Malik Monk,SG,25,SAC,15,0,23.9,4.1,10.5,0.392,2.4,6,0.4,1.7,4.5,0.382,0.506,2.5,2.9,0.864,0.6,2.2,2.8,5,0.7,0.5,2.1,1.8,13.2
Moses Moody,SG,21,GSW,17,2,17.9,2.8,5.9,0.475,1.1,3.1,0.346,1.8,2.9,0.612,0.564,0.8,1.2,0.667,1.1,2.4,3.5,1.1,0.8,0.3,0.6,1.2,7.5
Wendell Moore Jr.,SG,22,MIN,1,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marcus Morris,PF,34,PHI,9,1,8.9,1,2.7,0.375,0.4,1.3,0.333,0.6,1.3,0.417,0.458,0.2,0.2,1,0.3,1.2,1.6,0.3,0.1,0.3,0.4,1.3,2.7
Markieff Morris,PF,34,DAL,2,0,4.5,0.5,3,0.167,0,2,0,0.5,1,0.5,0.167,0,0,0,0,0.5,0.5,0.5,0,0,0,0,1
Dejounte Murray,SG,27,ATL,16,16,34.3,7.4,16.6,0.449,2.2,5.9,0.368,5.3,10.6,0.494,0.515,2.9,3.4,0.855,0.8,3.6,4.4,5.7,1.6,0.3,2.5,1.6,20
Jamal Murray,PG,26,DEN,7,7,30.9,6,13.9,0.433,2,4.6,0.438,4,9.3,0.431,0.505,2.3,2.7,0.842,0.4,2.1,2.6,7.4,0.3,0.7,2.3,1.9,16.3
Keegan Murray,SF,23,SAC,13,13,33.1,4.9,12.6,0.39,2.1,7.2,0.287,2.8,5.4,0.529,0.473,1.3,1.5,0.85,1.8,4.3,6.2,2,1.4,0.6,1.2,2.4,13.2
Kris Murray,SF,23,POR,10,0,8.8,0.6,2,0.3,0.3,1.2,0.25,0.3,0.8,0.375,0.375,0.3,0.5,0.6,0.4,0.4,0.8,0.3,0.5,0.1,0.1,0.8,1.8
Mike Muscala,C,32,WAS,7,1,11.7,1.1,2.7,0.421,0.4,1.4,0.3,0.7,1.3,0.556,0.5,0.6,0.6,1,0.3,2.4,2.7,1.1,0.1,0.4,1,1,3.3
Svi Mykhailiuk,SF,26,BOS,7,0,8.3,0.9,2.4,0.353,0.6,2,0.286,0.3,0.4,0.667,0.471,0,0,0,0.1,0.6,0.7,0.1,0.4,0,0.6,0.6,2.3
Larry Nance Jr.,C,31,NOP,13,0,15.5,1.5,3.2,0.488,0.2,0.8,0.273,1.3,2.3,0.567,0.524,0.2,0.5,0.5,1.2,2.9,4.2,0.6,0.7,0.3,0.9,1.4,3.5
Andrew Nembhard,PG,24,IND,12,1,18.5,3.5,7.3,0.477,0.8,2.6,0.29,2.8,4.8,0.579,0.528,0.3,0.4,0.6,0.6,1.3,1.9,4,0.8,0,1.5,1.8,8
Aaron Nesmith,SF,24,IND,13,1,23.3,3.8,7.5,0.515,1.8,4.1,0.453,2,3.4,0.591,0.639,1.2,1.8,0.667,0.8,2.3,3.2,1.1,0.8,0.6,0.5,3,10.8
Georges Niang,PF,30,CLE,17,1,22.7,2.9,7.5,0.394,1.6,4.5,0.355,1.4,3,0.451,0.5,0.5,0.5,1,0.3,3.7,4,1.1,0.3,0.1,0.6,2.5,7.9
Daishen Nix,PG,21,MIN,4,0,2.5,0.5,0.8,0.667,0.3,0.3,1,0.3,0.5,0.5,0.833,0,0,0,0,0,0,0,0.3,0,0,0,1.3
Zeke Nnaji,PF,23,DEN,17,0,10,1.2,2.3,0.513,0.2,0.4,0.429,1,1.9,0.531,0.551,0.7,1.1,0.632,0.8,1.2,2,0.5,0.2,0.4,0.5,1.3,3.2
Jaylen Nowell,SG,24,MEM,2,0,7.5,1,2,0.5,0,0.5,0,1,1.5,0.667,0.5,0,0,0,0.5,2,2.5,1.5,0,0,0,0.5,2
Markquis Nowell,SG,24,TOR,1,0,4,0,1,0,0,0,0,0,1,0,0,2,2,1,2,0,2,2,1,0,0,0,2
Jusuf Nurkić,C,29,PHO,17,17,27.5,3.6,8.1,0.449,0.6,2.4,0.25,3.1,5.8,0.531,0.486,2.6,3.5,0.746,3,6.1,9.1,3.9,1.1,1.3,1.9,3.4,10.5
Jordan Nwora,SF,25,IND,5,0,14.6,2.8,6.8,0.412,0.8,3,0.267,2,3.8,0.526,0.471,0.6,0.8,0.75,1.2,1.8,3,1.2,0.8,0.2,1.4,1.6,7
Royce O'Neale,SF,30,BRK,16,5,29.8,2.7,7.3,0.371,2.4,6,0.396,0.3,1.3,0.25,0.534,0.1,0.4,0.333,0.6,4.7,5.3,3.2,0.8,0.8,1.1,3,7.9
Chuma Okeke,SF,25,ORL,7,0,3.9,0.6,1.3,0.444,0.4,1,0.429,0.1,0.3,0.5,0.611,0,0,0,0.4,0.6,1,0.1,0,0,0.1,0,1.6
Josh Okogie,SG,25,PHO,17,7,21.6,2,4.9,0.41,0.6,2.2,0.27,1.4,2.7,0.522,0.47,2.1,2.6,0.818,1.5,1.7,3.2,1.1,0.9,0.4,0.9,1.2,6.7
Onyeka Okongwu,C,23,ATL,16,0,22.8,3.3,5.6,0.584,0.2,0.9,0.2,3.1,4.6,0.662,0.601,2,2.2,0.914,2.7,3.9,6.6,1.4,0.6,0.9,0.9,2.8,8.7
Isaac Okoro,SF,23,CLE,8,5,25.1,3,6.1,0.49,0.8,2,0.375,2.3,4.1,0.545,0.551,1.3,1.8,0.714,1.6,2.4,4,1.6,0.9,0.5,1.1,3,8
Kelly Olynyk,C,32,UTA,16,1,21.8,2.8,4.9,0.577,0.8,1.9,0.419,2,2.9,0.681,0.66,1.6,1.8,0.862,2.2,3.8,5.9,3.9,0.9,0.3,2.1,2.8,8
Eugene Omoruyi,SF,26,WAS,9,0,7.1,2.1,3.1,0.679,0.3,0.9,0.375,1.8,2.2,0.8,0.732,1,1.3,0.75,0.7,1.3,2,0.8,0.4,0.1,0.7,0.8,5.6
Cedi Osman,SF,28,SAS,17,0,19.2,3.1,6.5,0.482,1.5,3.7,0.413,1.6,2.8,0.574,0.6,0.6,0.7,0.833,0.5,1.5,2.1,1.2,0.5,0.2,0.6,1.6,8.4
Kelly Oubre Jr.,SF,28,PHI,8,5,29,5.9,11.8,0.5,1.8,4.6,0.378,4.1,7.1,0.579,0.574,2.8,3.5,0.786,1.4,3.8,5.1,0.6,1.4,0.4,0.9,2.4,16.3
Chris Paul,PG,38,GSW,17,7,28.1,3.3,8.3,0.397,1.2,3.6,0.323,2.1,4.6,0.456,0.468,1.5,1.6,0.929,0.3,3.5,3.8,7.7,1.5,0.1,1.2,1.6,9.3
Cameron Payne,PG,29,MIL,17,2,17.4,2.2,4.7,0.475,1.3,2.7,0.478,0.9,2,0.471,0.613,0.4,0.4,1,0.1,1.3,1.4,2.4,0.5,0.1,0.8,2.1,6.1
Gary Payton II,SG,31,GSW,13,0,17.3,2.4,5.2,0.463,0.7,2.1,0.333,1.7,3.1,0.55,0.53,0.4,0.6,0.625,1.1,1.9,3,0.9,1.2,0.2,0.6,1.8,5.8
Filip Petrušev,C,23,TOT,3,0,3.3,0.3,0.7,0.5,0,0,0,0.3,0.7,0.5,0.5,0.3,0.7,0.5,0,0.3,0.3,0,0,0,0,0.3,1
Filip Petrušev,C,23,PHI,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Filip Petrušev,C,23,SAC,2,0,3.5,0.5,1,0.5,0,0,0,0.5,1,0.5,0.5,0.5,1,0.5,0,0,0,0,0,0,0,0.5,1.5
Julian Phillips,SF,20,CHI,7,0,3,0.3,1,0.286,0,0.4,0,0.3,0.6,0.5,0.286,0,0.3,0,0,0.3,0.3,0,0,0,0,0.4,0.6
Jalen Pickett,SG,24,DEN,10,0,7.1,0.9,1.9,0.474,0.5,1.3,0.385,0.4,0.6,0.667,0.605,0.2,0.2,1,0.1,0.9,1,0.7,0.3,0,0.6,0.7,2.5
Mason Plumlee,C,33,LAC,6,0,17,2,3.2,0.632,0,0,0,2,3.2,0.632,0.632,1,2.3,0.429,1.3,4.2,5.5,1,0.7,0.2,0.8,1,5
Brandin Podziemski,SG,20,GSW,12,0,16.3,2.3,5.3,0.438,0.9,2.3,0.407,1.4,3.1,0.459,0.523,0.8,1.1,0.769,0.9,2.9,3.8,2.2,0.5,0,1.1,1.6,6.4
Jakob Poeltl,C,28,TOR,17,17,26.5,5.2,7.1,0.727,0,0,0,5.2,7.1,0.727,0.727,0.9,1.9,0.485,2.8,5.8,8.5,2.4,0.9,0.9,1.8,2.6,11.3
Aleksej Pokusevski,PF,22,OKC,5,0,6.2,0.4,1.6,0.25,0.2,1.2,0.167,0.2,0.4,0.5,0.313,0.2,0.4,0.5,0.4,1,1.4,1,0,0.2,0.6,0.8,1.2
Jordan Poole,SG,24,WAS,15,15,29.8,6.5,16.2,0.399,2,7,0.286,4.5,9.2,0.486,0.461,2.8,3.3,0.84,0.6,2.1,2.7,3.6,1.1,0.4,2.9,3.1,17.7
Craig Porter Jr.,PG,23,CLE,11,1,15.5,3.3,5.8,0.563,0.3,0.6,0.429,3,5.2,0.579,0.586,1.5,2,0.727,0.3,1.8,2.1,2.7,0.6,0.5,1.1,1.3,8.3
Michael Porter Jr.,SF,25,DEN,17,17,31.2,6.6,14,0.475,3,7.8,0.386,3.6,6.2,0.585,0.582,1.1,1.5,0.76,1.7,6,7.7,1.4,0.5,0.8,1.2,2.3,17.4
Otto Porter Jr.,SF,30,TOR,9,1,12.2,1.1,2.6,0.435,0.8,1.8,0.438,0.3,0.8,0.429,0.587,0.1,0.1,1,0.7,1.8,2.4,0.1,0.3,0.3,0.1,1.1,3.1
Bobby Portis,PF,28,MIL,17,0,23.6,4.8,9.8,0.485,0.8,2.5,0.326,3.9,7.3,0.54,0.527,1.5,1.9,0.758,1.4,5.2,6.6,1.3,0.9,0.6,1.1,2.2,11.8
Kristaps Porziņģis,C,28,BOS,15,15,30.3,6.5,11.9,0.547,1.6,4.9,0.324,4.9,7,0.705,0.615,4.3,5.3,0.8,1.5,5.2,6.7,1.9,0.7,1.7,1.3,3.4,18.9
Dwight Powell,C,32,DAL,15,1,15.7,1.4,1.9,0.724,0.1,0.1,1,1.3,1.9,0.714,0.741,1.9,2.4,0.778,1.4,2,3.4,1.5,0.3,0.5,0.4,1.9,4.7
Norman Powell,SG,30,LAC,15,0,24.7,4.5,8.7,0.515,2.1,4.3,0.484,2.4,4.4,0.545,0.635,2.1,2.7,0.78,0.1,2,2.1,1.2,0.7,0.5,1.1,2.2,13.1
Taurean Prince,PF,29,LAL,15,15,30.4,3.3,8.2,0.398,1.2,4.3,0.277,2.1,3.9,0.534,0.472,0.8,1.1,0.75,0.4,1.9,2.3,1.5,0.6,0.5,0.6,2.3,8.5
Payton Pritchard,PG,26,BOS,17,0,20.5,2.2,5.8,0.388,1.1,3.5,0.322,1.1,2.3,0.487,0.485,0.5,0.6,0.727,1.1,2.1,3.1,2.9,0.3,0,0.6,1.1,6.1
Olivier-Maxence Prosper,PF,21,DAL,7,0,5.9,0.6,1.9,0.308,0.1,1.1,0.125,0.4,0.7,0.6,0.346,0.6,1.1,0.5,0.3,1,1.3,0.1,0.1,0,0,0.4,1.9
Neemias Queta,C,24,BOS,2,0,10,1.5,4.5,0.333,0,0,0,1.5,4.5,0.333,0.333,0.5,0.5,1,3,3,6,0,0.5,0,0,0.5,3.5
Immanuel Quickley,SG,24,NYK,16,0,25.1,5.4,12.1,0.446,2.1,5.5,0.375,3.3,6.6,0.505,0.531,3.1,3.4,0.891,0.3,3.1,3.4,3.1,0.5,0.1,1.2,1.9,15.9
Lester Quinones,SG,23,GSW,2,0,4.5,1,3,0.333,0.5,2,0.25,0.5,1,0.5,0.417,0,0,0,0,0,0,0,0,0,0.5,0.5,2.5
Julius Randle,PF,29,NYK,16,16,34.8,6.8,17.4,0.387,1.6,5.9,0.274,5.1,11.5,0.446,0.434,4.5,6.5,0.692,2,7.6,9.6,5.2,0.8,0.1,3.2,2.6,19.6
Duop Reath,C,27,POR,8,1,13.9,2.4,6.4,0.373,1.3,4.1,0.303,1.1,2.3,0.5,0.471,0.5,0.5,1,0.6,1.3,1.9,1,0.5,0.3,0.8,1.8,6.5
Austin Reaves,SG,25,LAL,17,8,30.4,4.8,10.4,0.463,1.4,3.9,0.343,3.5,6.5,0.536,0.528,3,3.6,0.836,1,4.1,5.1,5.2,1.1,0.1,2.5,1.4,14
Cam Reddish,SF,24,LAL,15,9,23.9,2.5,6,0.422,1,2.9,0.341,1.5,3.1,0.5,0.506,1.3,1.7,0.8,0.5,2.1,2.5,1.1,1.7,0.3,0.6,1.5,7.4
Paul Reed,C,24,PHI,16,0,13.4,2.1,3.9,0.54,0.1,0.4,0.333,2,3.6,0.561,0.556,0.1,0.3,0.5,1.9,2.6,4.5,0.9,0.4,0.7,0.8,2,4.5
Naz Reid,C,24,MIN,16,0,20.9,4.4,8.8,0.504,1.6,4.1,0.394,2.8,4.7,0.6,0.596,1.7,1.9,0.9,0.9,2.9,3.8,0.6,0.8,0.5,1.1,1.5,12.2
Jared Rhoden,SG,24,DET,5,0,6,1,1.8,0.556,0.2,0.8,0.25,0.8,1,0.8,0.611,0.4,0.4,1,0.2,0.6,0.8,0.6,0,0,0.4,0.8,2.6
Nick Richards,C,26,CHO,11,0,17.5,3,3.8,0.786,0,0,0,3,3.8,0.786,0.786,2.5,3.1,0.794,1.5,4.4,5.9,0.4,0.4,1.2,1.2,2.9,8.5
Josh Richardson,SG,30,MIA,14,3,27,3.3,8,0.411,1.1,4.1,0.276,2.1,3.9,0.556,0.482,1.1,1.2,0.941,0.5,2.1,2.6,2.9,0.7,0.3,1.1,1.7,8.9
