player,position,age,team,game,game_started,minutes_played,fg,fga,fg_p,tri_fg,tri_fga,tri_fg_p,two_fg,two_fga,two_fg_p,efg_p,ft,fta,fta_p,orb,drb,trb,assists,steals,blocks,tov,fouls,points
Duncan Robinson,SF,29,MIA,15,7,29.4,5.1,10.7,0.478,3.1,7.1,0.43,2.1,3.6,0.574,0.621,1.2,1.3,0.9,0.3,2.4,2.7,2.7,0.3,0.1,0.9,2.3,14.5
Jerome Robinson,SG,26,GSW,1,0,5,0,2,0,0,0,0,0,2,0,0,0,0,0,1,1,2,0,0,0,0,0,0
Mitchell Robinson,C,25,NYK,16,16,29.5,2.8,4.8,0.571,0,0,0,2.8,4.8,0.571,0.571,0.8,2.1,0.353,5.8,5.4,11.3,0.5,1.4,1.1,0.7,1.9,6.3
Orlando Robinson,C,23,MIA,4,0,15,2.5,4.5,0.556,0.5,0.5,1,2,4,0.5,0.611,0.8,1,0.75,1.5,2.8,4.3,2.3,0.5,0.8,1.3,2.3,6.3
Jeremiah Robinson-Earl,PF,23,NOP,7,1,14,1.9,3.6,0.52,0.9,1.6,0.545,1,2,0.5,0.64,0.9,0.9,1,1.1,2,3.1,0.7,0.3,0,0.9,1.3,5.4
David Roddy,PF,22,MEM,16,1,23.3,3.3,7.6,0.43,0.8,2.9,0.255,2.5,4.6,0.541,0.479,0.6,0.9,0.667,1,2.8,3.8,1,0.6,0.4,0.9,1.6,7.9
Ryan Rollins,PG,21,WAS,8,0,6.1,1.1,2.3,0.5,0.1,0.3,0.5,1,2,0.5,0.528,1.6,2,0.813,0.3,1,1.3,1.3,1,0.3,0.9,0.8,4
Derrick Rose,PG,35,MEM,8,0,17.8,3.6,8.1,0.446,1,2,0.5,2.6,6.1,0.429,0.508,1.4,1.6,0.846,0.8,1,1.8,2.4,0.5,0.1,1.3,0.8,9.6
Terry Rozier,SG,29,CHO,6,6,36,8.5,17.5,0.486,1.7,5.8,0.286,6.8,11.7,0.586,0.533,3.3,4.3,0.769,0.7,2.8,3.5,5.7,0.7,0.5,2.7,1.3,22
Rayan Rupert,SG,19,POR,7,0,4.4,0.1,1.7,0.083,0.1,0.9,0.167,0,0.9,0,0.125,0.3,0.6,0.5,0.1,0,0.1,0.3,0.3,0,0.3,0.1,0.7
D'Angelo Russell,PG,27,LAL,17,17,31.3,6.3,13.4,0.471,2.2,5.6,0.396,4.1,7.7,0.527,0.555,2.1,2.7,0.783,0.4,3.1,3.5,6.2,0.6,0.6,1.9,2.2,16.9
Matt Ryan,SF,26,NOP,13,1,22.9,2.9,6.4,0.458,2.5,5.2,0.471,0.5,1.2,0.4,0.651,1,1.1,0.929,0.4,1.9,2.3,1.1,0.4,0.1,1.2,1.8,9.3
Domantas Sabonis,C,27,SAC,15,15,35.2,7.7,12.5,0.62,0.5,1.1,0.412,7.3,11.3,0.641,0.639,3.9,6.2,0.634,3.7,8.7,12.3,7,0.9,1,3.4,3.6,19.9
Luka Šamanić,PF,24,UTA,6,0,4.3,0.8,2.2,0.385,0.3,1.2,0.286,0.5,1,0.5,0.462,0.2,0.2,1,0,1.2,1.2,0.3,0.2,0,0.2,0.3,2.2
Jermaine Samuels,SF,25,HOU,3,0,6.7,0.7,1,0.667,0,0.3,0,0.7,0.7,1,0.667,0.7,0.7,1,0.3,0.7,1,0,0,0.3,0,1,2
Gui Santos,PF,21,GSW,2,0,6,1,2,0.5,0,0.5,0,1,1.5,0.667,0.5,0,0,0,1,1,2,0.5,0,0,1,1,2
Dario Šarić,C,29,GSW,17,3,21.7,3.8,8.4,0.451,1.6,4.4,0.373,2.1,3.9,0.537,0.549,1.6,1.9,0.844,1.7,4.6,6.4,2.2,0.7,0.4,1.1,2.4,10.8
Olivier Sarr,C,24,OKC,5,0,10.8,0.6,1.2,0.5,0.4,0.6,0.667,0.2,0.6,0.333,0.667,0.8,1.2,0.667,0.8,3.2,4,0.2,0,1,0.4,2,2.4
Marcus Sasser,PG,23,DET,16,0,17.8,3.2,6.7,0.477,1.3,3.3,0.385,1.9,3.4,0.564,0.57,0.4,0.4,1,0.1,1.9,2.1,2.6,0.7,0.1,0.8,1.4,8.1
Admiral Schofield,PF,26,ORL,3,0,3.3,0.7,1.7,0.4,0.3,1.3,0.25,0.3,0.3,1,0.5,0,0.7,0,0,0,0,0,0,0,0.3,0.3,1.7
Dennis Schröder,PG,30,TOR,17,17,31.1,6,13.2,0.455,1.9,5.2,0.36,4.1,7.9,0.519,0.527,2.9,3.3,0.875,0.5,2.4,2.8,6.5,0.9,0.1,1.9,1.9,16.8
Dereon Seabron,SG,23,NOP,5,0,10.4,0.8,2.6,0.308,0.2,0.4,0.5,0.6,2.2,0.273,0.346,1,1.2,0.833,0.2,1.2,1.4,0.8,0.4,0.2,0,0.8,2.8
Alperen Şengün,C,21,HOU,14,14,32.8,8.5,15,0.567,0.7,2.2,0.323,7.8,12.8,0.609,0.59,2.5,3.9,0.636,2.6,6.5,9.1,5.6,0.9,0.7,2.8,3.3,20.2
Brice Sensabaugh,SF,20,UTA,1,0,2,0,2,0,0,0,0,0,2,0,0,0,0,0,1,1,2,0,0,0,0,0,0
Collin Sexton,SG,25,UTA,16,0,20,4.1,9.3,0.439,1.1,3.4,0.333,2.9,5.9,0.5,0.5,2.8,3.2,0.863,0.9,1.7,2.6,3.3,0.3,0.3,1.8,1.6,12
Landry Shamet,SG,26,WAS,12,0,16.3,3.1,6.7,0.463,1.5,4.3,0.353,1.6,2.4,0.655,0.575,0.3,0.5,0.5,0.2,1.3,1.5,1.3,0.5,0.1,0.4,1.8,7.9
Day'Ron Sharpe,C,22,BRK,16,0,15.1,2.6,4.7,0.547,0,0.3,0,2.6,4.4,0.577,0.547,1.4,2.1,0.676,2.4,4.2,6.6,0.7,0.4,0.8,1.2,2.1,6.6
Shaedon Sharpe,SG,20,POR,16,15,36.6,5.8,14.6,0.399,1.8,5.7,0.319,4,8.9,0.451,0.461,3.5,4.3,0.824,1.6,3.8,5.4,3.1,0.9,0.5,3.2,2.8,16.9
Ben Sheppard,SG,22,IND,6,0,9,1.5,3.7,0.409,0.8,2.5,0.333,0.7,1.2,0.571,0.523,0.3,0.3,1,0.2,0.7,0.8,0.8,0.2,0,0.2,0.7,4.2
Pascal Siakam,PF,29,TOR,17,17,34.2,7.8,15.8,0.493,0.9,4,0.221,6.9,11.8,0.585,0.521,3.6,4.9,0.726,1.5,5.4,6.8,5.3,0.8,0.2,2.6,2.2,20
Ben Simmons,PG,27,BRK,6,6,31.8,3.2,6,0.528,0,0,0,3.2,6,0.528,0.528,0.2,0.7,0.25,2.7,8.2,10.8,6.7,0.5,0.8,2.5,2.7,6.5
Anfernee Simons,SG,24,POR,1,1,27,6,14,0.429,2,6,0.333,4,8,0.5,0.5,4,4,1,1,1,2,4,2,0,0,2,18
Jericho Sims,C,25,NYK,7,0,3,0.3,0.4,0.667,0,0,0,0.3,0.4,0.667,0.667,0.1,0.4,0.333,0.1,1.3,1.4,0.1,0,0,0,0.1,0.7
Jalen Slawson,SF,24,SAC,3,0,5.3,0.7,1,0.667,0,0.3,0,0.7,0.7,1,0.667,0,0,0,0,1.3,1.3,0.7,0,0.3,0.3,0.3,1.3
Marcus Smart,PG,29,MEM,11,11,29.9,4.6,10.8,0.429,1.6,5.5,0.295,3,5.3,0.569,0.504,1.5,1.9,0.81,0.3,2.2,2.5,5,2,0.4,3.4,3.2,12.5
Dennis Smith Jr.,PG,26,BRK,11,0,17,2.3,5.7,0.397,0.6,1.7,0.368,1.6,4,0.409,0.452,0.6,0.7,0.875,0.7,1.5,2.3,3.2,0.6,0.2,1,2.3,5.8
Dru Smith,SG,26,MIA,9,0,14.6,1.7,3.7,0.455,0.8,1.9,0.412,0.9,1.8,0.5,0.561,0.2,0.2,1,0.7,0.9,1.6,1.6,1,0.3,0.6,1.3,4.3
Ish Smith,PG,35,CHO,9,0,16.3,1.7,3.1,0.536,0.1,0.2,0.5,1.6,2.9,0.538,0.554,0,0,0,0.2,1.7,1.9,2.4,0.6,0.1,1.1,1,3.4
Jabari Smith Jr.,PF,20,HOU,14,14,29.6,5.2,10.4,0.5,1.8,4.7,0.379,3.4,5.7,0.6,0.586,1,1.4,0.737,1.6,6.1,7.7,1.3,0.6,0.6,1.3,3.4,13.2
Jalen Smith,C,23,IND,13,0,15.7,3.8,5.4,0.714,1,1.5,0.684,2.8,3.9,0.725,0.807,1.4,1.9,0.72,1.5,4,5.5,0.8,0.4,0.3,1.1,2.2,10.1
Nick Smith Jr.,SG,19,CHO,6,0,6.3,1,2.8,0.353,0.5,1.2,0.429,0.5,1.7,0.3,0.441,0,0,0,0.2,0.5,0.7,0.3,0.2,0.2,0.3,0.5,2.5
Jeremy Sochan,PG,20,SAS,17,17,28.5,4.1,9.6,0.423,0.8,2.1,0.371,3.3,7.5,0.438,0.463,1.5,1.9,0.758,1.5,3.9,5.4,4.4,0.8,0.2,2.3,2.9,10.4
Jaden Springer,SG,21,PHI,11,0,11.5,1.2,3.4,0.351,0.3,1.1,0.25,0.9,2.3,0.4,0.392,0.5,0.7,0.75,1.1,0.9,2,0.9,0.5,0.5,1.1,1.6,3.2
Lamar Stevens,PF,26,BOS,5,0,4,0.8,1.4,0.571,0.2,0.2,1,0.6,1.2,0.5,0.643,0,0,0,0.8,0.4,1.2,0.4,0.2,0,0.6,0.8,1.8
Isaiah Stewart,PF,22,DET,16,16,31.9,4.4,9.4,0.467,1.5,3.6,0.414,2.9,5.8,0.5,0.547,1.5,1.9,0.774,2,5.4,7.4,1.4,0.3,0.8,1.8,2.6,11.8
Julian Strawther,SF,21,DEN,14,0,11.7,1.9,4.6,0.4,0.9,3,0.31,0.9,1.6,0.565,0.5,0.4,0.6,0.75,0.1,0.9,1,1,0.4,0.2,0.1,1.7,5.1
Max Strus,SF,27,CLE,17,17,35.1,5.2,11.8,0.438,2.9,7.6,0.385,2.2,4.2,0.535,0.562,1.1,1.4,0.826,0.7,5.1,5.8,3.8,0.9,0.6,1.7,2.5,14.4
Jalen Suggs,SG,22,ORL,16,16,27.1,4.2,9.6,0.435,1.6,4.3,0.362,2.6,5.3,0.494,0.516,2.5,3,0.833,0.8,3.3,4,2.7,1.9,0.5,1.9,2.8,12.4
Cole Swider,SF,24,MIA,3,0,9.7,2,4.7,0.429,1.3,3.7,0.364,0.7,1,0.667,0.571,0,0,0,0,0.3,0.3,1,0.3,0.3,0.3,0.3,5.3
Jae'Sean Tate,SF,28,HOU,14,0,19.4,2.5,4.9,0.507,0.8,2.1,0.367,1.7,2.8,0.615,0.587,0.4,0.5,0.714,1.1,2.9,4,1.3,1.1,0.4,0.4,2.9,6.1
Jayson Tatum,PF,25,BOS,17,17,37.1,9.8,19.9,0.494,3.2,8.8,0.367,6.6,11.1,0.596,0.575,5.2,6.5,0.802,0.7,8.2,8.9,4.1,1.2,0.4,3.2,2.3,28.1
Terry Taylor,PF,24,CHI,4,0,2.3,0.3,0.3,1,0,0,0,0.3,0.3,1,1,0,0,0,0,0.3,0.3,0,0,0,0,0,0.5
Garrett Temple,SG,37,TOR,5,0,3.2,0.8,1,0.8,0.2,0.2,1,0.6,0.8,0.75,0.9,0.4,0.4,1,0,0.4,0.4,0.4,0.2,0,0,0,2.2
Dalen Terry,SG,21,CHI,4,0,2.8,0.8,2,0.375,0.3,1,0.25,0.5,1,0.5,0.438,0,0.5,0,0,1,1,0.8,0,0,0.3,0.3,1.8
Daniel Theis,C,31,TOT,6,0,16.2,2.8,6.2,0.459,0.3,1,0.333,2.5,5.2,0.484,0.486,0.5,1,0.5,1.7,3,4.7,1.3,0.3,0.7,0.7,2.2,6.5
Daniel Theis,C,31,IND,1,0,8,1,4,0.25,0,1,0,1,3,0.333,0.25,0,0,0,0,0,0,0,0,0,0,1,2
Daniel Theis,C,31,LAC,5,0,17.8,3.2,6.6,0.485,0.4,1,0.4,2.8,5.6,0.5,0.515,0.6,1.2,0.5,2,3.6,5.6,1.6,0.4,0.8,0.8,2.4,7.4
Cam Thomas,SG,22,BRK,8,7,32.4,9.9,20.6,0.479,2.1,6.6,0.321,7.8,14,0.554,0.53,5,5.9,0.851,0.3,3.5,3.8,2.1,0.9,0.6,1.3,1.9,26.9
Amen Thompson,SF,21,HOU,4,0,16.8,2.3,5.5,0.409,0.5,2.8,0.182,1.8,2.8,0.636,0.455,1.3,2,0.625,0.3,2.5,2.8,1.5,0.5,0.3,1.5,2.3,6.3
Ausar Thompson,SF,21,DET,16,16,30.4,4.5,10,0.45,0.3,1.8,0.138,4.3,8.2,0.519,0.463,1.9,2.7,0.698,3.6,6.3,9.8,3.2,1.1,1.8,2.3,3.6,11.1
Klay Thompson,SF,33,GSW,16,16,29,5.3,13.1,0.402,2.8,7.5,0.367,2.5,5.6,0.449,0.507,1.8,2,0.875,0.6,2.7,3.3,2.3,0.4,0.5,1.9,2.3,15
Tristan Thompson,PF,32,CLE,14,0,9.3,1.1,1.5,0.714,0,0,0,1.1,1.5,0.714,0.714,0.4,0.9,0.385,1.1,1.4,2.5,0.8,0.1,0.4,0.5,0.9,2.5
JT Thor,PF,21,CHO,15,1,16.7,1.7,3.9,0.424,0.8,2.1,0.387,0.9,1.9,0.464,0.525,0,0.3,0,0.9,2.1,3,0.7,0.3,0.3,0.2,1.3,4.1
Matisse Thybulle,SF,26,POR,16,9,21.6,2.3,4.6,0.486,1.4,3.7,0.39,0.8,0.9,0.867,0.642,0.4,0.5,0.75,0.3,1.3,1.6,1.2,1.5,0.8,0.8,1.1,6.3
Xavier Tillman Sr.,C,25,MEM,7,5,25.9,3.9,9.1,0.422,1,2.9,0.35,2.9,6.3,0.455,0.477,0.6,1.3,0.444,2,4.7,6.7,2.4,1.6,0.9,1.4,2.9,9.3
Obi Toppin,PF,25,IND,15,14,24,4.9,8.1,0.607,0.9,3,0.311,4,5.1,0.779,0.664,1.2,1.4,0.857,0.9,2.3,3.1,1.1,0.8,0.3,0.8,1.7,12
Karl-Anthony Towns,PF,28,MIN,16,16,33.4,8,15.8,0.506,2,5,0.4,6,10.8,0.555,0.569,3.8,4.1,0.909,0.9,8.1,8.9,2.9,1,0.8,2.7,3.4,21.8
Gary Trent Jr.,SG,25,TOR,14,2,26.1,3.9,10.1,0.387,2,5.4,0.368,1.9,4.7,0.409,0.486,1.2,2.1,0.586,0.3,1.6,1.9,1.1,0.9,0.1,0.8,1.1,11.1
P.J. Tucker,PF,38,TOT,14,3,16.6,0.4,1.4,0.316,0.4,1.1,0.313,0.1,0.2,0.333,0.447,0.2,0.2,1,1.1,1.9,3.1,0.5,0.5,0.2,0.3,2.4,1.4
P.J. Tucker,PF,38,PHI,3,3,22,0.7,1.7,0.4,0.7,1.7,0.4,0,0,0,0.6,0,0,0,0.3,4.3,4.7,0,1,0.7,0.7,3,2
P.J. Tucker,PF,38,LAC,11,0,15.2,0.4,1.3,0.286,0.3,1,0.273,0.1,0.3,0.333,0.393,0.3,0.3,1,1.4,1.3,2.6,0.6,0.4,0.1,0.2,2.3,1.3
Myles Turner,C,27,IND,15,15,26.5,6.1,11.7,0.517,1.6,4.3,0.375,4.5,7.5,0.598,0.585,3.5,4.4,0.788,1.7,5.8,7.5,1.5,0.6,2.2,1.6,3.5,17.2
Hunter Tyson,PF,23,DEN,6,0,2.5,0.2,0.7,0.25,0,0.5,0,0.2,0.2,1,0.25,0,0,0,0,0.7,0.7,0.2,0,0,0,0.7,0.3
Stanley Umude,SG,24,DET,12,0,10.9,1.5,2.8,0.529,1,1.8,0.571,0.5,1.1,0.462,0.706,1.6,1.8,0.905,0.2,1.7,1.8,0.5,0.3,0.4,0.5,1.4,5.6
Jonas Valančiūnas,C,31,NOP,17,17,25.5,5.1,9.5,0.537,0.8,1.9,0.394,4.4,7.6,0.574,0.577,2.1,2.5,0.814,2.2,6.5,8.7,2.5,0.4,1.4,1.3,3,13.1
Fred VanVleet,PG,29,HOU,14,14,37.4,5.6,14.5,0.389,3.1,8.3,0.379,2.5,6.2,0.402,0.498,2.1,2.4,0.882,0.3,3.9,4.1,9,0.7,0.4,1.6,1.8,16.6
Devin Vassell,SG,23,SAS,12,8,28.3,6.6,13.3,0.494,2.7,6.3,0.421,3.9,7,0.56,0.594,2.3,3,0.75,0.5,2.9,3.4,2.8,1,0.1,1.3,1.1,18.1
Sasha Vezenkov,PF,28,SAC,12,0,13.7,2.2,5.1,0.426,1.2,3.4,0.341,1,1.7,0.6,0.541,0.3,0.3,1,0.2,1.8,1.9,0.3,0.5,0.3,0.3,1.3,5.8
Gabe Vincent,PG,27,LAL,4,0,28.3,2.8,7,0.393,0.3,3.5,0.071,2.5,3.5,0.714,0.411,0.3,0.5,0.5,0.5,0.5,1,3,1.5,0,0.5,2.5,6
Nikola Vučević,C,33,CHI,18,18,34.6,6.8,14.7,0.46,0.9,3.5,0.254,5.9,11.2,0.525,0.491,1.4,1.7,0.833,2.7,7.6,10.2,3.1,0.9,0.6,1.8,3.2,15.8
Dean Wade,PF,27,CLE,13,7,20.3,1,3.1,0.325,0.9,2.9,0.316,0.1,0.2,0.5,0.475,0.2,0.3,0.5,0.9,3.2,4.1,0.8,0.8,0.2,0.4,2.2,3.1
Franz Wagner,SF,22,ORL,17,17,32.8,7.5,16.5,0.452,1.5,5.2,0.292,5.9,11.3,0.526,0.498,3.1,3.7,0.825,1.1,4.5,5.6,3.2,1.2,0.4,1.9,2.2,19.5
Moritz Wagner,C,26,ORL,17,0,19.2,4.8,7.6,0.628,0.6,1.8,0.367,4.1,5.8,0.707,0.671,2.4,2.8,0.833,1.5,2.8,4.4,1.2,0.5,0.4,1.2,2.6,12.5
Ish Wainright,SF,29,POR,2,0,2.5,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0
Jabari Walker,SF,21,POR,16,0,16.7,2.9,6.2,0.475,0.6,2.1,0.303,2.3,4.1,0.561,0.525,1.1,1.6,0.72,1.4,3,4.4,0.6,0.8,0.5,0.9,2.3,7.6
Jarace Walker,PF,20,IND,4,0,10.3,1.8,4.5,0.389,0,1.3,0,1.8,3.3,0.538,0.389,0.8,0.8,1,0.3,1.8,2,1.5,0.5,0.5,0.3,1,4.3
Lonnie Walker IV,SG,25,BRK,15,0,21.7,5.6,11.3,0.497,2.7,5.8,0.471,2.9,5.5,0.524,0.618,1.7,2.2,0.788,0.1,2.7,2.8,1.7,0.7,0.4,1.4,1,15.7
Cason Wallace,SG,20,OKC,16,4,22.3,2.6,4.3,0.609,0.9,1.6,0.538,1.8,2.7,0.651,0.71,0.6,0.6,1,0.6,1.7,2.3,1.6,0.6,0.4,0.6,1.7,6.7
P.J. Washington,PF,25,CHO,14,12,31.9,5.7,12.8,0.447,1.8,5.7,0.313,3.9,7.1,0.556,0.517,1.5,2.1,0.724,0.9,4,4.9,1.9,0.5,0.9,1.4,2.9,14.7
TyTy Washington Jr.,PG,22,MIL,2,0,3,0.5,1.5,0.333,0.5,1,0.5,0,0.5,0,0.5,0,0,0,0,0.5,0.5,0,0.5,0,1,0,1.5
Yuta Watanabe,SF,29,PHO,13,0,18.3,1.8,4.5,0.39,1.4,3.6,0.383,0.4,0.9,0.417,0.542,0.5,0.7,0.778,0.5,1.9,2.5,0.6,0.3,0.3,0.8,1.7,5.5
Lindy Waters III,SG,26,OKC,7,0,7,0.9,1.9,0.462,0.9,1.9,0.462,0,0,0,0.692,0,0,0,0.1,0.6,0.7,0.6,0,0.1,0,0.1,2.6
Trendon Watford,PF,23,BRK,10,0,15.1,3,5.9,0.508,0.5,1.2,0.417,2.5,4.7,0.532,0.551,0.8,0.9,0.889,1.2,2.8,4,2,0.7,0.2,1.2,2.4,7.3
Peyton Watson,SF,21,DEN,16,0,13.9,1.8,3.5,0.5,0.3,1.1,0.235,1.5,2.4,0.615,0.536,0.4,0.8,0.5,0.5,1.3,1.8,0.8,0.4,1,0.6,1.3,4.1
Victor Wembanyama,PF,20,SAS,17,17,30.1,7.1,16.4,0.43,1.5,5.4,0.275,5.6,11.1,0.505,0.475,3.6,4.4,0.824,2.1,7.4,9.5,2.6,1.3,2.6,3.6,2.6,19.2
Blake Wesley,SG,20,SAS,4,0,5.3,0.8,2,0.375,0,0.3,0,0.8,1.8,0.429,0.375,0.3,0.5,0.5,0.3,0.3,0.5,0.8,0,0.3,0.3,0.8,1.8
Russell Westbrook,PG,35,LAC,15,10,27.7,5.1,11.6,0.437,0.8,2.9,0.279,4.3,8.7,0.489,0.471,1.3,2.1,0.594,1.4,4.8,6.2,5.4,1.6,0.3,2.7,2.6,12.2
Coby White,PG,23,CHI,18,18,32.3,4.8,11.7,0.412,2.5,6.7,0.375,2.3,5.1,0.462,0.519,1.3,1.6,0.821,0.3,2.6,2.9,4.1,0.9,0.3,1.9,2.9,13.4
Derrick White,SG,29,BOS,14,14,32.5,4.4,9.7,0.456,2.1,5.6,0.38,2.3,4.1,0.561,0.566,2.9,3.4,0.833,0.7,3.1,3.8,5,1,0.9,1.9,2.1,13.9
Cam Whitmore,SF,19,HOU,3,0,7.7,1,3,0.333,0,1,0,1,2,0.5,0.333,0.3,0.7,0.5,0,1,1,0.3,0.3,0,0.7,0.3,2.3
Aaron Wiggins,SG,25,OKC,14,0,11.5,1.7,3.1,0.558,0.4,1.2,0.353,1.3,1.9,0.692,0.628,0.8,1.1,0.733,0.4,1.6,2,0.7,0.4,0.1,0.6,0.9,4.6
Andrew Wiggins,SF,28,GSW,17,17,26.7,4.7,11.3,0.417,0.8,3.2,0.255,3.9,8.1,0.482,0.453,1.6,2.8,0.563,1.9,2.1,4.1,1.1,0.4,0.4,1.7,2.4,11.8
Lindell Wigginton,PG,25,MIL,1,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Grant Williams,PF,25,DAL,16,16,29.5,3.6,7.8,0.46,2.5,5.6,0.444,1.1,2.1,0.5,0.621,0.8,1.3,0.571,1.2,2.4,3.6,1.6,0.3,0.6,0.9,2.5,10.4
Jalen Williams,PF,22,OKC,13,13,33.2,6.5,12.6,0.518,1.1,2.9,0.368,5.5,9.7,0.563,0.561,3.4,3.8,0.88,0.2,3.8,4.1,3.6,0.8,0.2,2.2,3,17.5
Jaylin Williams,C,21,OKC,11,0,14.1,1.5,3.8,0.381,0.5,2.1,0.261,0.9,1.7,0.526,0.452,0.5,0.5,0.833,0.6,3.4,4,1.6,0.5,0.2,0.4,2.1,3.9
Jeenathan Williams,SG,24,HOU,3,0,5.3,1.7,3,0.556,0,0.7,0,1.7,2.3,0.714,0.556,0.3,0.7,0.5,0,0,0,0.3,0.3,0,0,0.3,3.7
Kenrich Williams,PF,29,OKC,6,0,17.5,2.8,4.3,0.654,1.2,1.8,0.636,1.7,2.5,0.667,0.788,0.3,1,0.333,0.7,2.2,2.8,2.2,0.3,0,0.2,2,7.2
Mark Williams,C,22,CHO,15,15,26.8,5.5,8,0.683,0,0,0,5.5,8,0.683,0.683,2.6,3.7,0.696,4.1,6,10.1,1.3,0.9,1,1,2.5,13.5
Patrick Williams,PF,22,CHI,18,8,23.6,2.4,6.5,0.376,1.1,3,0.352,1.4,3.5,0.397,0.457,1.2,1.4,0.846,0.9,2.9,3.8,1.2,0.9,0.8,1.1,1.4,7.2
Robert Williams,C,26,POR,6,0,19.8,2.8,4.3,0.654,0,0,0,2.8,4.3,0.654,0.654,1.2,1.5,0.778,1.8,4.5,6.3,0.8,1.2,1.2,1.2,2.8,6.8
Vince Williams Jr.,SG,23,MEM,8,0,9.5,0.6,2.1,0.294,0.5,1.9,0.267,0.1,0.3,0.5,0.412,0.9,1,0.875,0.1,1.6,1.8,0.8,0.3,0.6,0.3,1.4,2.6
Ziaire Williams,SF,22,MEM,15,8,23,3,8.2,0.366,1.3,4.1,0.311,1.7,4.1,0.419,0.443,1.4,1.6,0.875,0.7,3.9,4.6,1.5,0.4,0.3,1.3,2.2,8.7
Zion Williamson,PF,23,NOP,13,13,31.5,9.4,17.2,0.547,0.1,0.2,0.333,9.3,16.9,0.55,0.549,4.3,7.2,0.602,2.2,3.7,5.9,4.6,1,0.3,2.8,2.7,23.2
Jalen Wilson,PF,23,BRK,2,0,3.5,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0.5,0,0,0.5,0,0,0
Dylan Windler,SF,27,NYK,3,0,2.3,0.3,0.7,0.5,0.3,0.7,0.5,0,0,0,0.75,0,0,0,0,0.3,0.3,0.3,0,0,0,0.3,1
James Wiseman,C,22,DET,8,0,11.3,2.4,3.9,0.613,0,0.1,0,2.4,3.8,0.633,0.613,0.5,0.9,0.571,0.8,2.1,2.9,0.4,0.1,0.4,0.8,2,5.3
Christian Wood,PF,28,LAL,17,1,20.4,2.5,5.3,0.478,0.8,2.4,0.341,1.7,2.9,0.592,0.556,1.2,1.9,0.656,1,4.9,5.9,0.8,0.2,0.5,1.2,2,7.1
Delon Wright,PG,31,WAS,8,0,17.6,1.4,3.8,0.367,0.5,1.4,0.364,0.9,2.4,0.368,0.433,1.8,2,0.875,0.4,2.1,2.5,4.4,1.6,0.1,0.5,0.8,5
Thaddeus Young,PF,35,TOR,3,0,3.3,0.7,1.3,0.5,0,0,0,0.7,1.3,0.5,0.5,0,0.7,0,0.3,0.7,1,1,0,0,0.3,0,1.3
Trae Young,PG,25,ATL,15,15,35.9,7.7,19.1,0.402,3.1,8.4,0.365,4.6,10.7,0.431,0.483,8.1,9.2,0.877,0.7,2.3,3,10.4,1.6,0,3.9,1.5,26.5
Omer Yurtseven,C,25,UTA,10,1,9.1,1.9,3,0.633,0.2,0.9,0.222,1.7,2.1,0.81,0.667,0.3,0.5,0.6,0.9,2.1,3,0.5,0.1,0.3,0.3,0.8,4.3
Cody Zeller,C,31,NOP,13,0,9.2,0.7,1.9,0.36,0,0.1,0,0.7,1.8,0.375,0.36,0.4,1.1,0.357,1.3,2.2,3.5,1.2,0.2,0.2,0.3,0.9,1.8
Ivica Zubac,C,26,LAC,15,15,25.2,4.3,7.1,0.613,0,0,0,4.3,7.1,0.613,0.613,1.8,3,0.6,2.9,5.7,8.6,0.7,0.1,1.3,1.4,2.8,10.5
